name,nationality,nationality2,position,played_in_khl,played_in_nhl,teams,gagarin_cup,stanley_cup,olympic_gold,world_gold,link
Максим Березин,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / Avangard Omsk / Avtomobilist Yekaterinburg / Dizel Penza / Lada Togliatti / Mora IK J18 / Mora IK J20 / Neftekhimik Nizhnekamsk / Neftekhimik Nizhnekamsk-2 / Neftyanik Leninogorsk / Reaktor Nizhnekamsk / Россия U20",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/24639/maxim-berezin
Олег Сапрыкин,Россия,N/A,Нападающий,ИСТИНА,ИСТИНА,Avtomobilist Yekaterinburg / CSKA Moskva / Calgary Flames / Dynamo Moskva / HK CSKA Moskva / HK Sochi / Ottawa Senators / Phoenix Coyotes / Россия / Россия (all) / SKA St. Petersburg / Saint John Flames / Salavat Yulaev Ufa / Seattle Thunderbirds,ИСТИНА,ЛОЖЬ,ЛОЖЬ,ИСТИНА,https://www.eliteprospects.com/player/8589/oleg-saprykin
Адам Лишка,Словакия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / HC Slovan Bratislava / HC Slovan Bratislava U20 / HK Ruzinov 99 Bratislava U18 / Kitchener Rangers / SHK KSK Bratislava U18 / Severstal Cherepovets / Словакия / Словакия (all) / Словакия U18 / Словакия U20 / Team Словакия U18 / Team Словакия U20",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/269279/adam-liska
Александр Осипов,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Admiral Vladivostok / Ak Bars Kazan / Amur Khabarovsk / Amurskie Tigry Khabarovsk / Atlant Mytishchi / Avangard Omsk / Dynamo Moskva / Gazovik Tyumen / Gazovik Univer / Gazovik-SibGUFK / Gazovik-Start Yalutorovsk / Neftekhimik Nizhnekamsk / Rubin Tyumen / SKA St. Petersburg / Spartak Moskva",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/60812/alexander-osipov
Иван Морозов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,HK Sochi / Henderson Silver Knights / Mamonty Yugry / Россия / Россия (all) / Россия U18 / Россия U18 (all) / Россия U20 / Россия U20 (all) / SKA St. Petersburg / SKA-1946 St. Petersburg / SKA-Neva St. Petersburg / SKA-Varyagi St. Petersburg / Spartak Moskva / Yugra Khanty-Mansiysk / Yugra Khanty-Mansiysk U16 / Yugra Khanty-Mansiysk U17 / Yugra Khanty-Mansiysk U18,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/396897/ivan-morozov
Александр Ниживий,Латвия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Dinamo Riga / Dynamo Moskva / Dynamo Moskva-2 / HC Lev Praha / HK Riga 2000 / IF Björklöven / Латвия / Латвия (all) / Латвия U18 / Латвия U20 / Lokomotiv Yaroslavl / Lokomotiv Yaroslavl-2 / Molot-Prikamie Perm / Pardaugava Riga / Torpedo Nizhny Novgorod / Torpedo Nizhny Novgorod-2 / Torpedo Yaroslavl / Torpedo Yaroslavl-2",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/4208/aleksandrs-nizivijs
Олег Пиганович,Россия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Amur Khabarovsk / Avangard Omsk / CSKA Moskva-2 / Donbass Donetsk / HK Dmitrov / HK Dmitrov-2 / HK Sarov / Khimik Mytishchi-2 / Khimik Voskresensk / Khimik Voskresensk-2 / Krylia Sovetov Moskva-2 / Kunlun Red Star / Neftekhimik Nizhnekamsk / SDYUSHOR CSKA Moskva / Sibir Novosibirsk / Spartak Moskva / Torpedo Nizhny Novgorod / Traktor Chelyabinsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/19597/oleg-piganovich
Никита Трямкин,Россия,N/A,Защитник,ИСТИНА,ИСТИНА,"""A"" / Avto Yekaterinburg / Avtomobilist Yekaterinburg / Burevestnik Ekaterinburg / Россия / Россия (all) / Россия II (all) / Россия U20 / Vancouver Canucks",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/123119/nikita-tryamkin
Гунтис Галвиньш,Латвия,N/A,Защитник,ИСТИНА,ЛОЖЬ,"""C"" / AIK / Alba Volán Székesfehérvár / Dinamo Riga / HC Bolzano / HC Oceláři Třinec / HC Vítkovice / HK Kurbads / HK Riga 2000 / Латвия / Латвия (all) / Латвия U18 / Латвия U20 / Prizma Riga / Vsetínská hokejová / Yugra Khanty-Mansiysk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/12548/guntis-galvins
Василий Глотов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / ""C"" / Cape Breton Screaming Eagles / Cincinnati Cyclones / HK Sochi / Rochester Americans / Россия 25 (all) / SKA St. Petersburg / SKA-Neva St. Petersburg / Serebryanye Lvy St. Petersburg / Shawinigan Cataractes / Traktor Chelyabinsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/313721/vasili-glotov
Владислав Каменев,Россия,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / ""C"" / CSKA Moskva / Colorado Avalanche / Colorado Eagles / Metallurg Magnitogorsk / Metallurg Magnitogorsk U16 / Metallurg Magnitogorsk U17 / Milwaukee Admirals / Nashville Predators / Россия / Россия (all) / Россия U17 / Россия U18 / Россия U20 / Россия U20 (all) / SKA St. Petersburg / San Antonio Rampage / Stalnye Lisy Magnitogorsk / Yuzhny Ural Orsk",ИСТИНА,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/216659/vladislav-kamenev
Михаил Глухов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Ak Bars Kazan / Amur Khabarovsk / Atlant Mytishchi / Atlant Mytishchi-2 / Bars Kazan / HK Ryazan / Khimik Mytishchi / Khimik Mytishchi-2 / Kristall Elektrostal / Kristall Elektrostal-2 / Lada Togliatti / Lada Togliatti-2 / Mytishchinskie Atlanty / Россия (all) / Россия U18 / SDYUSHOR Kristall Elektrostal / SDYUSHOR MO Mytishchi / Titan Klin / Yermak Angarsk",ИСТИНА,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/10488/mikhail-glukhov
Йозеф Вашичек,Чехия,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / ""C"" / BK Havlickuv Brod U18 / Carolina Hurricanes / Cincinnati Cyclones / Чехия / Чехия (all) / Чехия U18 / Чехия U20 / HC Slavia Praha / HC Slavia Praha U18 / HC Slavia Praha U20 / Lokomotiv Yaroslavl / Nashville Predators / New York Islanders / Soo Greyhounds",ЛОЖЬ,ИСТИНА,ЛОЖЬ,ИСТИНА,https://www.eliteprospects.com/player/8614/josef-vasicek
Антти Пилстрём,Финляндия,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / Blues / Blues U20 / CSKA Moskva / Финляндия / Финляндия (all) / Färjestad BK / HC Fribourg-Gottéron / HIFK / HPK / JYP / Jokerit / Jokerit U16 / Jokerit U18 / Jokerit U20 / Kiekko-Vantaa U16 / Milwaukee Admirals / Nashville Predators / SaiPa / Salavat Yulaev Ufa / Suomi U20",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ИСТИНА,https://www.eliteprospects.com/player/7587/antti-pihlstrom
Андреас Энгквист,Швеция,N/A,Нападающий,ИСТИНА,ИСТИНА,"""A"" / ""C"" / Atlant Mytishchi / CSKA Moskva / Djurgårdens IF / Djurgårdens IF J20 / Hamilton Bulldogs / Montréal Canadiens / Salavat Yulaev Ufa / Spånga IS / Spånga IS J18 / Spånga IS J20 / Швеция / Швеция (all) / Швеция U19 (all) / Швеция U20 (all)",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/6626/andreas-engqvist
Андрей Степанов,Беларусь,Россия,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Amur Khabarovsk / Беларусь / Беларусь (all) / Dinamo Minsk / Dinamo-Molodechno / HK CSKA Moskva-2 / HK Dmitrov / HK MVD / HK MVD-THK Tver / KH GKS Katowice / Krylia Sovetov Moskva / Krylia Sovetov Moskva-2 / Lada Togliatti / Metallurg Novokuznetsk / Neftekhimik Nizhnekamsk / Shakhter Soligorsk / Sibir Novosibirsk / Torpedo Nizhny Novgorod / Vityaz Chekhov / Vityaz Chekhov-2 / Yunior Minsk / Yunost Minsk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/19115/andrei-stepanov
Алексей Марченко,Россия,N/A,Защитник,ИСТИНА,ИСТИНА,"""A"" / ""C"" / Ak Bars Kazan / CSKA Moskva / CSKA Moskva-2 / CSKA-Krasnaya Armiya Moskva / Detroit Red Wings / Grand Rapids Griffins / Krasnaya Armiya Moskva / Lokomotiv Yaroslavl / OAR / Россия / Россия (all) / Россия II (all) / Россия U16 (all) / Россия U17 / Россия U17 (all) / Россия U18 (all) / Россия U20 (all) / SDYUSHOR CSKA Moskva / Toronto Maple Leafs",ИСТИНА,ЛОЖЬ,ИСТИНА,ЛОЖЬ,https://www.eliteprospects.com/player/40249/alexei-marchenko
Сергей Демагин,Беларусь,Россия,Нападающий,ИСТИНА,ЛОЖЬ,Arlan Kokshetau / Avtomobilist Yekaterinburg / Беларусь / Беларусь (all) / Беларусь U20 / Dinamo Minsk / Dinamo Minsk-2 / Dizel Penza / Dynamo Minsk / HK Almaty / Lada Togliatti / Neftekhimik Nizhnekamsk / Severstal Cherepovets / Torpedo Nizhny Novgorod / Yugra Khanty-Mansiysk / Yunost Minsk,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/18072/sergei-demagin
Павел Варфоломеев,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Admiral Vladivostok / Dinamo Minsk / Dynamo-Altay Barnaul / HK Brest / HK Ryazan / HK Tambov / Mamonty Yugry / Metallurg Magnitogorsk / Metallurg Zhlobin / Rubin Tyumen / Torpedo Nizhny Novgorod / Vityaz Podolsk / Yugra Khanty-Mansiysk",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/214960/pavel-varfolomeyev
Дмитрий Казионов,Россия,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Ak Bars Kazan / Ak Bars Kazan-2 / Dynamo Moskva / Dynamo Moskva-2 / HK CSKA Moskva / HK CSKA Moskva-2 / HK Sochi / Lada Togliatti / Lada Togliatti-2 / Metallurg Magnitogorsk / Россия (all) / Россия U17 / Россия U18 / Россия U20 / Severstal Cherepovets / THK Tver / Torpedo Nizhny Novgorod",ИСТИНА,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/12233/dmitri-kazionov
Джон Норман,Швеция,N/A,Нападающий,ИСТИНА,ЛОЖЬ,"""A"" / Djurgårdens IF / Djurgårdens IF J18 / Djurgårdens IF J20 / Jokerit / Kärpät / Skellefteå AIK / Stocksunds IF J18 / Швеция / Швеция (all) / Швеция U16 (all) / Швеция U17 (all) / Швеция U18 (all) / Швеция U19 (all) / Швеция U20 (all) / Torpedo Nizhny Novgorod",ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,ЛОЖЬ,https://www.eliteprospects.com/player/7782/john-norman
